Text,Emotion,FraudProbability,Label
I’m in high spirits,happy,0.10073063727406323,0
This is exciting,happy,0.1232296158176405,0
I feel cheated,angry,0.7176180922052321,1
This creeps me out,disgust,0.5165022798109339,1
Everything feels pointless,sadness,0.16440710821706317,0
I’m panicked,fear,0.4211503495019503,0
I’m restless,fear,0.6357304541936634,1
Everything feels pointless,sadness,0.16068797263707768,0
I’m losing control,fear,0.5665182752605266,1
I’m overjoyed,happy,0.15495763450626673,0
Life feels meaningless right now,sadness,0.122912819312396,0
Everything feels heavy,sadness,0.48890359573924624,0
I’m ecstatic,happy,0.2843413758320533,0
This is fantastic,happy,0.10151432782598643,0
I want to yell,angry,0.7442074016866731,1
This is magical,happy,0.055550125578081734,0
Life feels meaningless right now,sadness,0.08308676409094681,0
I feel betrayed,sadness,0.17281809222432448,0
I want to disappear,sadness,0.41613017306081546,0
I’m drained emotionally,sadness,0.28177670324371185,0
This is fabulous,happy,0.0,0
I’m having a great day,happy,0.13772962654604093,0
This is a dream come true,happy,0.26513509864794904,0
I find this offensive,disgust,0.42692585967703467,0
I feel fantastic,happy,0.0,0
I’m stuck in this sadness,sadness,0.2262608038793331,0
It’s too much to handle,sadness,0.4372005680472304,0
I’m panicking,fear,0.470505752552014,0
This is nasty,disgust,0.48948814952535863,0
This makes me sick,disgust,0.6543067651859084,1
I can’t shake this sadness,sadness,0.3823263807151237,0
I’m appalled,disgust,0.5058508902306844,1
I’m relaxed,neutral,0.4347996928450323,0
This is delightful,happy,0.07975424741684489,0
I’m frightened,fear,0.606089660711716,1
It’s fine as is,neutral,0.01026230175113424,0
I’m so proud,happy,0.2280540761677464,0
I can’t face this,fear,0.668684851276597,1
I’m repulsed,disgust,0.5070972415639746,1
I feel normal,neutral,0.15135672339476394,0
I can’t forgive this,angry,0.7207598261285719,1
I feel radiant,happy,0.037776283509372094,0
I’m optimistic,happy,0.06445113590836403,0
I’m satisfied,happy,0.13620139119424707,0
This is brilliant,happy,0.15813141340357242,0
I want to yell,angry,0.7551737010465074,1
I’m so excited!,happy,0.02898720420725162,0
It’s fine as is,neutral,0.021232838806821808,0
I’m smiling ear to ear,happy,0.0,0
I feel like exploding,angry,0.8552859775839325,1
I feel blissful,happy,0.05604821245257228,0
I’m drowning in sorrow,sadness,0.25121465090732253,0
I feel relaxed,happy,0.1930934083974079,0
This is disrespectful,angry,0.6760775202130245,1
I feel like I’m fading,sadness,0.3353974711067856,0
It’s moderate,neutral,0.17289595377114575,0
Nothing too interesting,neutral,0.13869053170916223,0
Everything’s average,neutral,0.39123176398399706,0
This is horrible,disgust,0.6065227082546918,1
I won’t tolerate this,angry,0.8204922921778574,1
This is delightful,happy,0.0,0
I’m optimistic,happy,0.030085342190808273,0
I’m scared of the outcome,fear,0.5991182953754192,1
That’s sickening,disgust,0.4690907490803078,0
It’s hard to smile,sadness,0.33038130513762587,0
Life feels meaningless right now,sadness,0.31138413414754246,0
I’m stuck in this sadness,sadness,0.3857880788099988,0
No one understands me,sadness,0.20666965930974399,0
I’m glowing with happiness,happy,0.12038227275274671,0
This is extraordinary,happy,0.2154354338408924,0
I feel neutral,neutral,0.15226182694246793,0
I’m relaxed,neutral,0.13357725566955775,0
I feel rejected,sadness,0.3860111366248171,0
I’m delighted,happy,0.0,0
This feels routine,neutral,0.35700322805426726,0
There’s no light ahead,sadness,0.21976757579236922,0
I feel exposed,fear,0.5995437171009703,1
I’m heartbroken,sadness,0.37711382259809145,0
I’m trembling,fear,0.677086310146404,1
I’m unbothered,neutral,0.05543900275279176,0
Things are normal,neutral,0.11558630864822603,0
I feel outraged,angry,0.7069652664518878,1
It’s tolerable,neutral,0.29835043063584654,0
I feel numb,sadness,0.29736273877275643,0
I’m scared of the outcome,fear,0.6054350577938571,1
I feel radiant,happy,0.056805779839162775,0
I’m so content,happy,0.285996700648693,0
I’m panicked,fear,0.588906806437049,1
This is wonderful news,happy,0.19763091264811028,0
I feel like exploding,angry,0.6842276041745896,1
I find this repugnant,disgust,0.3644942044482068,0
I can’t relax,fear,0.4087293482935781,0
I’m ecstatic,happy,0.1362476458805302,0
I’m thrilled,happy,0.17419630165294653,0
This makes my skin crawl,disgust,0.6476658625429629,1
It’s not unusual,neutral,0.19263888842080937,0
I can’t stop smiling,happy,0.07177788110127892,0
Nothing much going on,neutral,0.22954775244231834,0
That’s sickening,disgust,0.3902654131433342,0
It’s average,neutral,0.2275635157887408,0
This is terrifying,fear,0.6278723034970661,1
This is nasty,disgust,0.48913713359111444,0
I’m composed,neutral,0.19445150417023263,0
I feel motivated,happy,0.2516233322933896,0
It’s neither good nor bad,neutral,0.23124584810979476,0
I feel fantastic,happy,0.06869762917835595,0
I feel fragile,sadness,0.09008765274625175,0
I don’t care much,neutral,0.06314098844581428,0
I’m at peace,happy,0.15354918099752046,0
This is delightful,happy,0.017210692108428682,0
This is brilliant,happy,0.06961355645690728,0
I’m expecting the worst,fear,0.6114861468213896,1
It’s modest,neutral,0.3551262854732971,0
This is too much for me,fear,0.7026579846552078,1
This creeps me out,disgust,0.5166088132508151,1
I’m drowning in sorrow,sadness,0.3989045173884479,0
This fills me with rage,angry,0.7877825168480113,1
It’s hard to smile,sadness,0.07691268962344325,0
That’s revolting,disgust,0.6444338791981811,1
It’s alright,neutral,0.2200134419173423,0
This is exciting,happy,0.0,0
That’s awful,disgust,0.5981547376730081,1
It’s mediocre,neutral,0.23307005570639322,0
I feel fragile,sadness,0.24852817413650632,0
I can’t let this go,angry,0.7796405429696326,1
I’m trembling,fear,0.5993800860326127,1
This is infuriating,angry,0.7403119327085577,1
I’m satisfied,happy,0.08770886934485449,0
I feel left out,sadness,0.24246963452448766,0
I can’t shake this sadness,sadness,0.1398748095152888,0
I can’t stand this anymore,angry,0.7487673274923293,1
Just another day,neutral,0.4055092608621473,0
I feel empty inside,sadness,0.21806399924663417,0
I keep replaying the past,sadness,0.16845009267115113,0
Today is a gloomy day,sadness,0.19409745067661432,0
I want to disappear,sadness,0.1065911130767476,0
This tastes awful,disgust,0.4808467176086707,0
I’m frozen in fear,fear,0.5898050487520143,1
This is fabulous,happy,0.10421340817419292,0
I feel cheerful,happy,0.185135426460051,0
I’m so excited!,happy,0.03796362774644481,0
I feel empty inside,sadness,0.19527201636624786,0
I can’t shake this fear,fear,0.47719459808763753,0
I’m delighted,happy,0.03734758173114562,0
I’m thrilled,happy,0.0,0
I feel abandoned,sadness,0.3351402092378829,0
Things are fine,neutral,0.10120641542034586,0
What if something bad happens?,fear,0.5027731452275928,1
This is unpleasant,disgust,0.5079482451817539,1
This is terrifying,fear,0.518949415302078,1
I’m horrified by this,disgust,0.4095458116212929,0
Why does this always happen to me?,sadness,0.14387373670534095,0
This is disrespectful,angry,0.6345626653886984,1
I feel fragile,sadness,0.27182227325310965,0
I’m cheerful,happy,0.19105641223710806,0
I’m feeling blessed,happy,0.012602588051490338,0
This fills me with dread,fear,0.5996704079672646,1
This frightens me,fear,0.5559495441126475,1
It’s hard to smile,sadness,0.408203818296378,0
I’m sick of this,angry,0.8395731935928563,1
I feel trapped,fear,0.46903507099881014,0
I’m repelled by this,disgust,0.5027690931616213,1
I can’t stand this anymore,angry,0.7127365478537155,1
I don’t want to talk to anyone,sadness,0.20418900971686235,0
The sadness won’t go away,sadness,0.18740070697455996,0
My chest feels heavy,sadness,0.16714162289812645,0
I feel neutral,neutral,0.14548308006681562,0
Tears keep falling,sadness,0.0,0
I’m neutral about it,neutral,0.26846422015551685,0
I’m drained emotionally,sadness,0.2890253268983142,0
It’s typical,neutral,0.1915091167504168,0
I’m so proud,happy,0.02759982033957012,0
This is perfect,happy,0.04674196977795955,0
I feel steady,neutral,0.40433204896823055,0
I hate this,angry,0.8619612155437311,1
I’m thrilled,happy,0.0435442996730425,0
I find this unacceptable,disgust,0.39979532763712655,0
I feel helpless,fear,0.5541380723057001,1
I’m so inspired,happy,0.06932836006781828,0
This is unacceptable,angry,0.5860858271410117,1
I feel anxious,fear,0.6267742665703261,1
I’m restless,fear,0.5851448594992951,1
It’s hard to smile,sadness,0.20925398623647345,0
I keep replaying the past,sadness,0.18980313211036154,0
I’m so grateful,happy,0.17602510946353606,0
I’m ecstatic,happy,0.02766609175487661,0
That’s disturbing,disgust,0.7433848078402416,1
I’ve had enough,angry,0.7169729284390374,1
I’m drowning in sorrow,sadness,0.25893939191456494,0
I feel left out,sadness,0.29880440793787494,0
I feel fantastic,happy,0.25801340950752016,0
I’m drained emotionally,sadness,0.19054839472757507,0
I feel hopeless,sadness,0.30883285184606424,0
I’ve lost my motivation,sadness,0.30434831529637774,0
I’m losing control,fear,0.7034920927080599,1
This makes my skin crawl,disgust,0.4729796681322462,0
This made my day,happy,0.19476169376614091,0
That’s nasty,disgust,0.43235869795159615,0
I want to yell,angry,0.4769670092374111,0
I’m so grateful,happy,0.0,0
It was a regular day,neutral,0.2016053418643931,0
This turns my stomach,disgust,0.5892410819815211,1
This is magical,happy,0.10956204458893926,0
I'm feeling really down,sadness,0.2665194380120577,0
I’m boiling inside,angry,0.7568936674469641,1
No one understands me,sadness,0.30093781163361055,0
I can’t breathe,fear,0.7247327055231725,1
Things are normal,neutral,0.15126049760788524,0
They pushed me too far,angry,0.7403820558679305,1
I’m absolutely furious,angry,0.8509771312459623,1
I don’t care much,neutral,0.24020344800469223,0
I want to scream,angry,0.8286974963849594,1
I feel unwanted,sadness,0.20553624417543598,0
I feel enraged,angry,0.7963850318715361,1
This is delightful,happy,0.19735574475201242,0
I feel upbeat,happy,0.0,0
This makes me furious,angry,0.7280964320918198,1
There’s a void inside me,sadness,0.26705942035808633,0
That’s filthy,disgust,0.5835565398349905,1
I’m frightened,fear,0.6180530841805432,1
This fills me with warmth,happy,0.36435715833985505,0
Every day feels grey,sadness,0.4282163618536079,0
I’m not excited or upset,neutral,0.2590274619061788,0
I’m so proud,happy,0.12502439325736486,0
I feel fulfilled,happy,0.0,0
That’s sickening,disgust,0.5183883351905157,1
I feel centered,neutral,0.21000954425796983,0
I’m in shock,fear,0.8538691101737486,1
That’s loathsome,disgust,0.5523952667107794,1
I’ve lost hope,sadness,0.3570996467205255,0
It’s too much to handle,sadness,0.19171993985870023,0
I’m losing my temper,angry,0.7852246489030268,1
It’s alright,neutral,0.0,0
I’m ready to fight,angry,0.8270125546575715,1
This is overwhelming,fear,0.5181525782957609,1
I feel enraged,angry,0.5874580992253111,1
I want to disappear,sadness,0.23509633332704702,0
I’m nervous about this,fear,0.6804439110110865,1
I’m grossed out,disgust,0.4842786106635549,0
I feel anxious,fear,0.4982807829454609,0
It’s just there,neutral,0.2516669308648123,0
My spirit feels broken,sadness,0.17008894291747348,0
It was a regular day,neutral,0.1835464341950304,0
I feel anxious,fear,0.5322433787266293,1
This is fabulous,happy,0.11492865634724778,0
This makes me rage inside,angry,0.6885155980516976,1
I’m stuck in this sadness,sadness,0.26550366235955186,0
I feel numb,sadness,0.5069926839690334,1
Loneliness surrounds me,sadness,0.13928955453999786,0
I’m thrilled,happy,0.2388582269040288,0
I’m horrified by this,disgust,0.23406486429506274,0
That’s vile,disgust,0.38224716347250637,0
I feel hopeless,sadness,0.27037017981388495,0
Things are fine,neutral,0.18501220332375384,0
I’m seething,angry,0.752776476093166,1
This made my day,happy,0.06381090287669963,0
I feel like giving up,sadness,0.243041017708699,0
I’m ecstatic,happy,0.09107788244063299,0
I feel disrespected,angry,0.7029983634527157,1
I feel like exploding,angry,0.7098745777637334,1
I feel misunderstood,sadness,0.23696548540127918,0
I’m ecstatic,happy,0.06493184721212127,0
This makes me want to snap,angry,0.6770783948446407,1
I feel radiant,happy,0.12346520051550863,0
I can’t stand this,disgust,0.5252755507537886,1
This makes me laugh,happy,0.03427666818825062,0
Nothing much going on,neutral,0.10626443177766791,0
The sadness won’t go away,sadness,0.08302208279315998,0
I’m neutral about it,neutral,0.37646869342627187,0
This is fabulous,happy,0.0,0
This makes me cringe,disgust,0.41836945909451545,0
I’m expecting the worst,fear,0.6756351569287381,1
I can’t even look at this,disgust,0.3586975654658222,0
I’m horrified,fear,0.4246530583749337,0
Nothing out of the ordinary,neutral,0.14550777650410915,0
This is heartwarming,happy,0.19718226901727356,0
This is exciting,happy,0.09690417493634267,0
I can’t even look at this,disgust,0.7155239538433074,1
I can’t stand this anymore,angry,0.7672257284413772,1
Life feels meaningless right now,sadness,0.12115526202426752,0
I feel disrespected,angry,0.7100817422254052,1
Everything feels heavy,sadness,0.08704070140236728,0
This is too scary,fear,0.65518636553095,1
I’m so inspired,happy,0.05308522798050654,0
I feel rejected,sadness,0.30269374126317905,0
Every day feels grey,sadness,0.4120533445165877,0
I’m so content,happy,0.2570494635261139,0
No one understands me,sadness,0.23418985099298015,0
I’m repulsed,disgust,0.5806593247913687,1
I’m scared of the outcome,fear,0.5651986913703161,1
I’m optimistic,happy,0.11985583628962919,0
This pushes my buttons,angry,0.5475984758272969,1
This makes me cringe,disgust,0.4201560952582946,0
I’m so grateful,happy,0.15739669592016756,0
This is terrifying,fear,0.42464262820913123,0
This is magical,happy,0.10953208069477191,0
I want to scream,angry,0.7179036796548964,1
I’m stuck in this sadness,sadness,0.31075668643313586,0
Life feels meaningless right now,sadness,0.09808200170138229,0
This frightens me,fear,0.431044277392173,0
I’m truly happy,happy,0.19871222001287103,0
I feel empty inside,sadness,0.2679845418728059,0
I can’t breathe,fear,0.5665147727623886,1
This is a dream come true,happy,0.0,0
This is lovely,happy,0.05996186398166821,0
This is delightful,happy,0.0,0
I feel paranoid,fear,0.692948250734477,1
I’m grossed out,disgust,0.36806521108625945,0
I can’t shake this fear,fear,0.5773754780991324,1
It’s balanced,neutral,0.281669851771357,0
This makes me laugh,happy,0.16186619597099322,0
I’m so inspired,happy,0.05462556914635582,0
I’m expecting the worst,fear,0.6632941633793465,1
This makes me furious,angry,0.7818484734638539,1
I feel fragile,sadness,0.2633847654246,0
I’m at peace,happy,0.1446639731517086,0
It’s balanced,neutral,0.17867276240342087,0
I’m neutral about it,neutral,0.3129069437535143,0
I’m so grateful,happy,0.09195842262910074,0
How dare they?,angry,0.5594840077635539,1
Life feels meaningless right now,sadness,0.30010333435173453,0
I can’t shake this sadness,sadness,0.14575151257728614,0
I’m so grateful,happy,0.22779268292381652,0
I feel betrayed,sadness,0.29125703966441224,0
I’m at peace,happy,0.0,0
I’m losing my temper,angry,0.7867765024170887,1
I’m full of joy,happy,0.12830322053952165,0
I’m ready to fight,angry,0.7713399590205445,1
I feel radiant,happy,0.10470172131237451,0
Nothing out of the ordinary,neutral,0.32231709505914574,0
This horrifies me,disgust,0.4316568209869877,0
I feel threatened,fear,0.6919827510147664,1
Nothing out of the ordinary,neutral,0.23138619634701343,0
I feel blissful,happy,0.0,0
I’m delighted,happy,0.0,0
I feel insulted,angry,0.669963951191137,1
I feel provoked,angry,0.6195213083339675,1
I’m absolutely furious,angry,0.506632169889244,1
This is brilliant,happy,0.0,0
I feel enraged,angry,0.6834276946853385,1
Nothing much going on,neutral,0.11744151569825391,0
I’m relaxed,neutral,0.4309722755406187,0
I’m drained emotionally,sadness,0.18361030864533343,0
Everything is steady,neutral,0.3167102914383636,0
What if something bad happens?,fear,0.7621108557787715,1
This makes me furious,angry,0.6482466349091776,1
I keep replaying the past,sadness,0.19010756034406642,0
I feel motivated,happy,0.050403095367352935,0
It’s neither good nor bad,neutral,0.18318851043747064,0
I’m relaxed,neutral,0.16266007316234307,0
This is brilliant,happy,0.0,0
This is delightful,happy,0.13436185895352173,0
I’m fuming,angry,0.6623447348977733,1
This is infuriating,angry,0.9357376365032708,1
I’m in shock,fear,0.6937838301566643,1
I’ve lost hope,sadness,0.21374649749006375,0
I’m drained emotionally,sadness,0.30838003761562904,0
It’s manageable,neutral,0.2543499102789342,0
I’m scared of the outcome,fear,0.708360965390547,1
I can’t shake this sadness,sadness,0.07514530150424736,0
That was the last straw,angry,0.5742659699571155,1
I feel fulfilled,happy,0.015909120195214496,0
I’m losing my temper,angry,0.6991721925449951,1
This is magical,happy,0.0,0
What if something bad happens?,fear,0.5129776757856488,1
This is a dream come true,happy,0.23238748037872134,0
I’m terrified,fear,0.4868183857867304,0
I want to yell,angry,0.7240022737685046,1
I’m overjoyed,happy,0.13055543203772585,0
It’s okay overall,neutral,0.2405617593140379,0
I feel fantastic,happy,0.17150070138011408,0
I feel amazing today,happy,0.20085208247785818,0
I feel wonderful,happy,0.25316888012409156,0
I feel like crying,sadness,0.21296766314027032,0
This fills me with warmth,happy,0.016644101272073317,0
I miss those times,sadness,0.29182525547860005,0
I’m startled,fear,0.6400412029238437,1
I can’t find joy in anything,sadness,0.331775269587605,0
It’s fine as is,neutral,0.05106069403506938,0
I’m ecstatic,happy,0.17533042690776493,0
This is too scary,fear,0.4649751588057175,0
I’m so grateful,happy,0.12665805466949365,0
I’m startled,fear,0.5598620242667773,1
It’s tolerable,neutral,0.3208981944106466,0
It’s manageable,neutral,0.05585057519363848,0
The sadness won’t go away,sadness,0.2675545829890508,0
My mind feels heavy,sadness,0.2908512348377426,0
I’m fuming,angry,0.6637042721031292,1
I feel vulnerable,fear,0.6174639269367828,1
I can’t stand this anymore,angry,0.6519868132304149,1
Things are normal,neutral,0.21278026973667827,0
I don’t feel strongly,neutral,0.23671022667880673,0
The sadness won’t go away,sadness,0.19741946126870433,0
Today is a gloomy day,sadness,0.2368961593001004,0
I’m glowing with happiness,happy,0.0,0
This is fantastic,happy,0.0,0
Nothing too interesting,neutral,0.15935071233037382,0
I feel contaminated,disgust,0.37701306217591857,0
This is heartwarming,happy,0.08222596785125941,0
This is fantastic,happy,0.21218531894268486,0
I can’t stand this anymore,angry,0.8310543824692213,1
Everything is steady,neutral,0.17775872215444344,0
Things are normal,neutral,0.08530413712665608,0
That’s revolting,disgust,0.37727402190791426,0
This is unacceptable,angry,0.8660136953448242,1
I feel normal,neutral,0.2897888538760342,0
I’m so mad right now,angry,0.6793432831568671,1
This makes me rage inside,angry,0.7074206213800155,1
I find this offensive,disgust,0.47705973972696475,0
It’s alright,neutral,0.2505501810611491,0
Every day feels grey,sadness,0.247107511582513,0
It’s typical,neutral,0.27077155412496207,0
I feel wonderful,happy,0.1722540080290077,0
This fills me with warmth,happy,0.005563122245694746,0
I feel abandoned,sadness,0.28232457629089797,0
Just another day,neutral,0.3249201767487534,0
This makes me nervous,fear,0.6491404567019498,1
I feel fragile,sadness,0.2874977938339709,0
That’s disturbing,disgust,0.42426004831016906,0
I feel disrespected,angry,0.6259167592032298,1
I feel threatened,fear,0.5985710968610031,1
This is disrespectful,angry,0.6365394964706643,1
This is terrifying,fear,0.6995752236681356,1
I feel like I’m fading,sadness,0.23269651213030823,0
This is alarming,fear,0.5311840309899727,1
I’m truly happy,happy,0.20235215224656602,0
It’s moderate,neutral,0.0906371053936605,0
This is extraordinary,happy,0.09758230229018704,0
I feel unwanted,sadness,0.19289952803604268,0
This situation is unfair,angry,0.9402026281835456,1
This is magical,happy,0.09773969105551805,0
I feel threatened,fear,0.5123681332025818,1
This feels wrong,disgust,0.5037660233167938,1
I can’t shake this sadness,sadness,0.23209880328825144,0
Life feels meaningless right now,sadness,0.1768122914369783,0
My heart is racing,fear,0.6988882737309018,1
This makes me want to snap,angry,0.7623309806654603,1
Life feels meaningless right now,sadness,0.2775510562348253,0
I feel amazing today,happy,0.020145468439381753,0
Tears keep falling,sadness,0.43119801241348715,0
It’s modest,neutral,0.23579257286917688,0
I’m so proud,happy,0.042053672592992974,0
I’m truly happy,happy,0.2089009981784774,0
It’s hard to smile,sadness,0.2614533366215464,0
This fills me with warmth,happy,0.1950145470998832,0
I’m shivering with fear,fear,0.6401343627024789,1
I’m so proud,happy,0.3182507024177087,0
There’s no light ahead,sadness,0.14684237531298422,0
This is extraordinary,happy,0.047070176245378015,0
This is the best!,happy,0.39650103517207225,0
I feel upbeat,happy,0.09033710933767791,0
I’m sick of this,angry,0.5872172779498693,1
This is awesome,happy,0.15642773880267363,0
Life feels meaningless right now,sadness,0.3591046102164667,0
I feel amazing today,happy,0.08892665709193041,0
This is exciting,happy,0.0,0
This makes me gag,disgust,0.40983992539644276,0
It’s just an ordinary day,neutral,0.043819313860452846,0
I’m satisfied,happy,0.30017371025301354,0
This fills me with dread,fear,0.4367047719458016,0
I’m quaking,fear,0.5427231575451474,1
I’m stable,neutral,0.2532859892813459,0
This is fantastic,happy,0.0,0
This is fantastic,happy,0.14016255054914734,0
I’m neutral about it,neutral,0.13143897189181925,0
My chest feels heavy,sadness,0.28238001276059455,0
I’m trembling,fear,0.570851002100651,1
I won’t tolerate this,angry,0.6843269601777474,1
This is terrifying,fear,0.706240150987512,1
That’s loathsome,disgust,0.38444319518942827,0
This is unpleasant,disgust,0.5319223342195547,1
This feels balanced,neutral,0.28072931248110844,0
I feel cheated,angry,0.5754233940900301,1
This is heartwarming,happy,0.0,0
I can’t shake this sadness,sadness,0.2227604029500191,0
It’s hard to smile,sadness,0.04048424773200143,0
I feel wonderful,happy,0.1254173892246202,0
I’m horrified by this,disgust,0.5648924210506996,1
I feel wonderful,happy,0.0,0
I feel fragile,sadness,0.33470790099850345,0
I can’t stop worrying,fear,0.722250091488688,1
I’m so content,happy,0.1362655622251169,0
It’s mediocre,neutral,0.32987385039437966,0
I feel betrayed,angry,0.6673119220320348,1
It’s hard to get out of bed,sadness,0.1949051885534573,0
I’m in shock,fear,0.586908402723025,1
It’s neither good nor bad,neutral,0.09650451354678674,0
I’ve had enough,angry,0.6411236463793204,1
The sadness won’t go away,sadness,0.2509291752530913,0
I’m neutral about it,neutral,0.21393425936212646,0
I feel normal,neutral,0.2452534891821335,0
I’m quaking,fear,0.38990811385480817,0
This is fantastic,happy,0.39377528471677736,0
I feel hopeless,sadness,0.15615320897941515,0
This makes me laugh,happy,0.16442681595093017,0
It’s not unusual,neutral,0.22765691525949278,0
That’s awful,disgust,0.43492864626549105,0
It’s mediocre,neutral,0.2547215938057004,0
I’m at peace,happy,0.008284019480396407,0
It’s just an ordinary day,neutral,0.196911236442842,0
I feel wonderful,happy,0.30034072671821044,0
I’m not excited or upset,neutral,0.15510791723902043,0
Nothing out of the ordinary,neutral,0.2067498535875009,0
I’m so proud,happy,0.0,0
This fills me with warmth,happy,0.16684079609423652,0
That’s putrid,disgust,0.42283716775831215,0
I feel radiant,happy,0.12966283196761758,0
It’s moderate,neutral,0.3005142573278018,0
I’m so content,happy,0.07476199565355504,0
I’m losing control,fear,0.6564402987893266,1
That’s nasty,disgust,0.5355550629674353,1
